CÓDIGO SIGEP,NOMBRE DE LA ENTIDAD,NIT,ORDEN,SUBORDEN,CLASIFICACIÓN ORGÁNICA,SECTOR,NIVEL,TIPO DE VINCULACIÓN,NATURALEZA JURÍDICA,LONGITUD,LATITUD,AÑO,FUENTE,CANTIDAD DE HOMBRES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE MUJERES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE HOMBRES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE MUJERES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE CARGOS PROVISTOS MÁXIMO NIVEL DECISORIO,CANTIDAD DE CARGOS PROVISTOS OTRO NIVEL DECISORIO,CODIGO DEPARTAMENTO,DEPARTAMENTO,CÓDIGO MUNICIPIO,MUNICIPIO
4211,EMPRESA DE TRANSPORTE DE BUCARAMANGA  METROLINEA,830507387,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,NO APLICA,SOCIEDAD ANONIMA,-73.111569971,7.155833544,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,3,1,1,4,68,SANTANDER,68001,BUCARAMANGA
517,ALCALDIA DE DON MATIAS,890984043,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.422276872,6.492403905,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,6,6,5,8,11,05,ANTIOQUIA,05237,DONMATÍAS
788,ALCALDIA DE MORELIA,800095773,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.673811234,1.38299611,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,1,0,1,3,1,18,CAQUETÁ,18479,MORELIA
3176,HOSPITAL  SAN CAMILO DE LELIS  -VEGACHI,800114286,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.754030203,6.836535122,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,1,1,1,05,ANTIOQUIA,05858,VEGACHÍ
699,ALCALDIA DE LA PAZ ROBLES - CESAR,800096605,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.078245692,10.244405624,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",5,1,3,2,6,5,20,CESAR,20621,LA PAZ
3197,HOSPITAL  SAN JOSE  - MARIQUITA,890706067,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.906680891,5.235322593,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,0,,1,,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA
3252,HOSPITAL  SAN RAFAEL   - DOLORES,890700568,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.802566735,3.597863274,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,73,TOLIMA,73236,DOLORES
535,ALCALDIA DE EL CERRITO - VALLE DEL CAUCA,800100533,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.308417837,3.656072873,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",6,2,2,3,8,5,76,VALLE DEL CAUCA,76248,EL CERRITO
3789,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TOPAGA EMTOPAGA S.A.,900321312,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-72.836729576,5.765350303,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,0,0,1,0,1,15,BOYACÁ,15820,TÓPAGA
5715,PERSONERIA DE MADRID,899999325,TERRITORIAL,MUNICIPAL,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,PERSONERÍA MUNICIPAL,-74.289630496,4.75156751,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,0,0,1,0,25,CUNDINAMARCA,25430,MADRID
4495,INDUSTRIA LICORERA DEL CAUCA,891500719,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-76.591944191,2.471704362,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,2,0,0,2,0,19,CAUCA,19001,POPAYÁN
4259,EMPRESAS PUBLICAS DE ARMENIA,890000439,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.724899852,4.499501128,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",10,1,8,7,11,15,63,QUINDÍO,63001,ARMENIA
2881,CARMEN EMILIA OSPINA,813005265,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.272362322,2.993360046,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,1,0,5,2,5,41,HUILA,41001,NEIVA
725,ALCALDIA DE LITORAL DEL SAN JUAN,818000002,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.987858279,4.272940191,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",5,1,0,0,6,0,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN
390,ALCALDIA DE EL ROSAL,832002318,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.238022729,4.879723016,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",5,2,0,1,7,1,25,CUNDINAMARCA,25260,EL ROSAL
1228,ALCALDIA DE URIBIA,892115155,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-71.748826616,11.999719855,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",5,4,1,1,9,2,44,LA GUAJIRA,44847,URIBIA
324,ALCALDIA DE ARAUQUITA,892099494,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-71.298274293,6.799338394,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",6,2,1,1,8,2,81,ARAUCA,81065,ARAUQUITA
394,ALCALDIA DE FLORIDABLANCA,890205176,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.067992503,7.079704598,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",4,3,5,2,7,7,68,SANTANDER,68276,FLORIDABLANCA
3500,HOSPITAL MUNICIPAL DE ACACIAS,892000264,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.571351617,3.943383008,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,1,0,0,2,0,50,META,50006,ACACÍAS
559,ALCALDIA DE EL RETIRO,890983674,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.515738045,6.053444254,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",5,5,8,7,10,15,05,ANTIOQUIA,05607,RETIRO
407,ALCALDIA DE IBAGUE,800113389,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.252590995,4.451921427,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",8,5,12,12,13,24,73,TOLIMA,73001,IBAGUÉ
206,ALCALDIA DE CASTILLA LA NUEVA,800098190,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.538866677,3.805154089,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",6,6,1,1,12,2,50,META,50150,CASTILLA LA NUEVA
380,ALCALDIA DE COROZAL,892280032,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.238581777,9.160624283,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",4,4,0,0,8,0,70,SUCRE,70215,COROZAL
531,ALCALDIA DE EL CARMEN DE BOLIVAR,890480022,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.157935726,9.699819876,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",5,3,2,3,8,5,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR
3101,HOSPITAL  JOSE RUFINO VIVAS  - DAGUA,890305496,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.720393465,3.649822218,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,1,1,1,76,VALLE DEL CAUCA,76233,DAGUA
872,ALCALDIA DE PINCHOTE,890204265,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.175709863,6.513892626,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",2,2,0,,4,,68,SANTANDER,68549,PINCHOTE
936,ALCALDIA DE PUERTO RICO - META,800098195,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.137801709,2.758083657,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",6,3,0,0,9,0,50,META,50590,PUERTO RICO
6219,UNIDAD CENTRAL DEL VALLE DEL CAUCA,891900853,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-76.032503793,4.02840797,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,3,5,6,6,11,76,VALLE DEL CAUCA,76834,TULUÁ
3662,NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO,813012833,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.228978708,2.100382849,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,0,,1,,41,HUILA,41660,SALADOBLANCO
688,ALCALDIA DE LA ESTRELLA,890980782,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.648954991,6.137595883,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",9,4,4,3,13,7,05,ANTIOQUIA,05380,LA ESTRELLA
2830,HOSPITAL LOCAL DE CAMPO DE LA CRUZ,900017892,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.884660393,10.38405079,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",2,0,0,,2,,08,ATLÁNTICO,08137,CAMPO DE LA CRUZ
996,ALCALDIA DE SAMANA,890901149,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.99718577,5.519692873,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,3,2,1,6,3,17,CALDAS,17662,SAMANÁ
4763,INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE FLORIDABLANCA,804007267,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-73.067992503,7.079704598,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,1,0,,2,,68,SANTANDER,68276,FLORIDABLANCA
964,ALCALDIA DE RIO IRO,818001203,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.41996151,5.190995015,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",4,0,0,0,4,0,27,CHOCÓ,27580,RÍO IRÓ
4200,EMPRESA DE SERVICIOS PUBLICOS DE EL BANCO MAGDALENA  S.A.,800106050,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,-73.981054905,9.114930635,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,1,2,1,3,47,MAGDALENA,47245,EL BANCO
8394,EMPRESA DE SERVICIOS PUBLICOS DOMICILIAROS DE VALPARAISO S.A.S E.S.P.,900477448,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.630834123,5.651937802,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,05,ANTIOQUIA,05856,VALPARAÍSO
1225,ALCALDIA DE UNGUIA,891680196,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-77.10372723,8.117281079,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",4,2,0,0,6,0,27,CHOCÓ,27800,UNGUÍA
1359,ASOCIACION DE SERVICIOS BASICOS EN SALUD,800044967,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.50727881,5.08343301,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,3,1,3,17,CALDAS,17001,MANIZALES
4125,EMPRESA DE SERVICIOS PUBLICOS LA CIMARRONA - CARMEN DE VIBORAL,811011532,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.263536102,5.978078841,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,3,0,1,4,1,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL
5213,PERSONERIA DE FIRAVITOBA,891856288,TERRITORIAL,MUNICIPAL,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,PERSONERÍA MUNICIPAL,-73.019833516,5.67367659,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,0,1,0,15,BOYACÁ,15272,FIRAVITOBA
3755,"EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLAD  O  Y ASEO MUNICIPAL DE CURUMANI - ACUACUR",800239720,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.488108612,9.238771332,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,20,CESAR,20228,CURUMANÍ
187,ALCALDIA DE CAMPOHERMOSO,800028393,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.144670302,5.006862536,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",2,1,0,0,3,0,15,BOYACÁ,15135,CAMPOHERMOSO
372,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,890980153,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.611031065,6.257590259,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,5,9,1,14,05,ANTIOQUIA,05001,MEDELLÍN
286,ALCALDIA DE CORDOBA QUINDIO,890001061,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.651323077,4.395975176,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,2,0,0,4,0,63,QUINDÍO,63212,CÓRDOBA
1116,ALCALDIA DE SATIVASUR,800099441,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-72.724108145,6.083405978,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,2,5,3,5,8,15,BOYACÁ,15723,SATIVASUR
475,ALCALDIA DE SAN JUAN DE GIRON,890204802,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.205267004,6.976734127,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",10,13,0,,23,,68,SANTANDER,68307,GIRÓN
3522,HOSPITAL REGIONAL  CESAR URIBE PIEDRAHITA  -CAUCASIA,890980757,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.035018239,7.867941792,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",2,1,0,0,3,0,05,ANTIOQUIA,05154,CAUCASIA
587,ALCALDIA DE FREDONIA,890980848,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.679262419,5.887702934,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",4,1,0,,5,,05,ANTIOQUIA,05282,FREDONIA
1193,ALCALDIA DE TITIRIBI,890980781,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.799660047,6.058349971,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",5,2,0,0,7,0,05,ANTIOQUIA,05809,TITIRIBÍ
693,ALCALDIA DE LA MACARENA META,892099234,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.094880756,2.161863917,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,2,0,0,5,0,50,META,50350,LA MACARENA
961,ALCALDIA DE RICAURTE - CUNDINAMARCA,890680059,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.729434034,4.307363489,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",5,5,5,5,10,10,25,CUNDINAMARCA,25612,RICAURTE
3449,HOSPITAL LOCAL DE REMOLINO,819001235,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.581068226,10.648603506,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,1,0,1,1,47,MAGDALENA,47605,REMOLINO
3558,HOSPITAL SAGRADO CORAZON DE JESUS DE LA HORMIGA,846000471,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.770670262,.42012589,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,0,,1,,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ
8270,PARQUE TEMÁTICO DE FLORA Y FAUNA DE PEREIRA S.A.S,900811423,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.795790934,4.803662773,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,3,1,1,4,66,RISARALDA,66001,PEREIRA
994,ALCALDIA DE SALGAR,80909805770,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.981372511,5.970502334,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",6,2,0,0,8,0,05,ANTIOQUIA,05642,SALGAR
784,ALCALDIA DE MONTERREY,891857824,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-72.847343398,4.841308642,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",3,3,0,0,6,0,85,CASANARE,85162,MONTERREY
4289,ESP EMPRESA DE SERVICIOS PUBLICOS DE HERVEO  EMPOHERVEO S.A,900325093,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.243229587,5.068553783,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,73,TOLIMA,73347,HERVEO
3069,HOSPITAL  CARLOS TORRENTE LLANOS  - SANTA ISABEL,890701543,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.200699463,4.740827622,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,73,TOLIMA,73686,SANTA ISABEL
970,ALCALDIA DE RIOVIEJO,890481447,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.902986677,8.559982465,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",3,3,2,0,6,2,13,BOLÍVAR,13600,RÍO VIEJO
1050,ALCALDIA DE SAN LORENZO,800099142,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-77.218726925,1.542139582,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,4,2,0,7,2,52,NARIÑO,52687,SAN LORENZO
4075,EMPRESAS MUNICIPALES DE TIBASOSA,826001112,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.011147244,5.747329389,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,0,1,0,15,BOYACÁ,15806,TIBASOSA
816,ALCALDIA DE OIBA,890210948,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.279615153,6.225596216,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,1,4,1,5,68,SANTANDER,68500,OIBA
2710,CORPORACION CULTURAL MUNICIPAL DE VILLAVICENCIO - META,822001245,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-73.492915945,4.09166877,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,50,META,50001,VILLAVICENCIO
283,ALCALDIA DE CORDOBA BOLIVAR,800038613,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.894456346,9.540047515,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",5,4,0,,9,,13,BOLÍVAR,13212,CÓRDOBA
85,ALCALDIA DE ANGELOPOLIS,890981493,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.715949663,6.121430303,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,2,1,1,5,2,05,ANTIOQUIA,05036,ANGELÓPOLIS
5603,"PERSONERIA DE FLORENCIA -- FLORENCIA, CAQUETA",800252406,TERRITORIAL,MUNICIPAL,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,PERSONERÍA MUNICIPAL,-75.558239064,1.749138704,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,1,0,0,1,0,18,CAQUETÁ,18001,FLORENCIA
4174,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO Y ASEO DE PORE - AGUAS DE PORE,900233264,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,-71.925808058,5.663194953,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,85,CASANARE,85263,PORE
914,ALCALDIA DE PUENTE NACIONAL,890209299,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.678418153,5.831129906,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,4,2,1,6,3,68,SANTANDER,68572,PUENTE NACIONAL
992,ALCALDIA DE SALDAÑA,800100140,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.018597615,3.912542787,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",3,1,0,1,4,1,73,TOLIMA,73671,SALDAÑA
3059,HOSPITAL  EL CARMEN  -AMALFI,890962101,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.981239298,6.977788843,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,2,0,1,2,05,ANTIOQUIA,05031,AMALFI
1467,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS,890802678,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.166839962,5.407187836,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,1,1,1,2,17,CALDAS,17541,PENSILVANIA
3828,EMPRESAS PUBLICAS DE PENSILVANIA,800153304,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.166839962,5.407187836,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,0,1,0,17,CALDAS,17541,PENSILVANIA
188,ALCALDIA DE CANALETE,800096740,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.237790807,8.7240958,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",5,4,7,4,9,11,23,CÓRDOBA,23090,CANALETE
